,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
7510,weaverstreetmarket.coop,,,,,,R3,Let's Encrypt,False,b'20210401162543Z',b'20210630162543Z',0,1620581335.8885856
7511,icewinddale.com,,,,,,R3,Let's Encrypt,False,b'20210331090330Z',b'20210629090330Z',0,1620581336.3733869
7512,hdcentre.org,,,,,,R3,Let's Encrypt,False,b'20210508160358Z',b'20210806160358Z',0,1620581336.648879
7513,*.appharvest.com,"Appharvest, Inc",US,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,False,b'20210105000000Z',b'20220205235959Z',21,1620581337.9424329
7514,www.caglarnetwork.com,,,,S0bCrz6rql7Yf/3J71ns8et9UZAlypkg,,RapidSSL CA,"GeoTrust, Inc.",True,b'20130116145821Z',b'20170217111500Z',10,1620581338.5500598
7515,*.dia-burs.ru,,,,,,R3,Let's Encrypt,False,b'20210315065212Z',b'20210613065212Z',0,1620581339.7435179
7516,modwalls.com,,,,,,R3,Let's Encrypt,False,b'20210503092723Z',b'20210801092723Z',0,1620581340.446367
7518,*.art-stattoos.ru,,,,,,R3,Let's Encrypt,False,b'20210327032049Z',b'20210625032049Z',0,1620581343.0848274
7519,zenledger.io,,,,,,R3,Let's Encrypt,False,b'20210405061331Z',b'20210704061331Z',0,1620581343.2267356
7520,hp.com,HP Inc,US,,,,DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,False,b'20210428000000Z',b'20220506235959Z',0,1620581343.8168738
7521,fcbg.org.uk,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",False,b'20200918130649Z',b'20211019113425Z',0,1620581344.0620708
7523,*.gad.dk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201123000000Z',b'20211222235959Z',0,1620581344.645077
7524,www.showcasecinemas.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200518112358Z',b'20220717114623Z',0,1620581345.0145009
7525,chocolatier.ru,,,,,,R3,Let's Encrypt,False,b'20210322130037Z',b'20210620130037Z',0,1620581345.3205955
7526,*.mirabyte.com,,,,,,COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,False,b'20200602000000Z',b'20220904000000Z',0,1620581345.9955728
7527,caravan-stories.com,,,,,,Amazon,Amazon,False,b'20200913000000Z',b'20211015000000Z',0,1620581346.114766
7528,*.tradeschool.coop,,,,,,R3,Let's Encrypt,False,b'20210419120624Z',b'20210718120624Z',0,1620581346.23561
7529,designsmag.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210314000000Z',b'20210612235959Z',0,1620581346.5677767
7530,howtoons.com,,,,,,R3,Let's Encrypt,False,b'20210328162739Z',b'20210626162739Z',0,1620581346.8923874
7531,www.decorconstructor.com,,,,,,R3,Let's Encrypt,False,b'20210406174738Z',b'20210705174738Z',0,1620581347.3711734
7533,thehungrybites.com,,,,,,R3,Let's Encrypt,False,b'20210407192936Z',b'20210706192936Z',0,1620581349.5693796
7534,independentretailer.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210311000000Z',b'20210609235959Z',0,1620581350.217235
7535,dampfkraft.com,,,,,,R3,Let's Encrypt,False,b'20210507160325Z',b'20210805160325Z',0,1620581350.7843914
7536,alternativelibertaire.org,,,,,,R3,Let's Encrypt,False,b'20210322203216Z',b'20210620203216Z',0,1620581351.0418687
7537,after5detroit.com,,,,,,R3,Let's Encrypt,False,b'20210327231500Z',b'20210625231500Z',0,1620581351.5691235
7538,icooon-mono.com,,,,,,R3,Let's Encrypt,False,b'20210317054055Z',b'20210615054055Z',0,1620581352.4225197
7540,217.12.206.138,,,,,,217.12.206.138,,False,b'20141116095211Z',b'20241113095211Z',18,1620581355.1111972
7541,checknewhosting.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200719000000Z',b'20210719235959Z',0,1620581355.6744554
7542,centralpress.jo,,,,,,R3,Let's Encrypt,False,b'20210509043545Z',b'20210807043545Z',0,1620581357.3805246
7543,thejournal-news.net,,,,,,R3,Let's Encrypt,False,b'20210311165720Z',b'20210609165720Z',0,1620581357.9783072
7544,fizioedu.rs,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210404000000Z',b'20210703235959Z',0,1620581358.3493235
7545,sourcemedia.com,"Source Media, LLC",US,,,,GeoTrust RSA CA 2018,DigiCert Inc,True,b'20200211000000Z',b'20210129120000Z',10,1620581358.7866094
7546,hockeygiant.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200701000000Z',b'20210701120000Z',0,1620581358.9762256
7547,firecraft.com,,,,,,R3,Let's Encrypt,False,b'20210411155503Z',b'20210710155503Z',0,1620581361.8439453
7548,diamondrio.com,,,,,,R3,Let's Encrypt,False,b'20210322000834Z',b'20210620000834Z',0,1620581362.4397743
7549,fusionpbx.com,,,,,,R3,Let's Encrypt,False,b'20210409134848Z',b'20210708134848Z',0,1620581363.0061805
7550,dormienetwork.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200703000000Z',b'20210703120000Z',0,1620581363.224001
7551,prokopievsk.ru,,,,,,R3,Let's Encrypt,False,b'20210505072608Z',b'20210803072608Z',0,1620581363.4969583
7553,pfaender.at,,,,,,R3,Let's Encrypt,False,b'20210317183005Z',b'20210615183005Z',0,1620581363.9462242
7554,charlottecentercity.org,,,,,,R3,Let's Encrypt,False,b'20210429204610Z',b'20210728204610Z',0,1620581365.4009984
7556,masondrecruitment.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210111224353Z',b'20220111224353Z',0,1620581366.7280831
7557,www.lmcjl.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20201229000000Z',b'20211229235959Z',0,1620581367.7500782
7558,allo-ouvriers.fr,,,,,,R3,Let's Encrypt,False,b'20210502185640Z',b'20210731185640Z',0,1620581368.8828814
7559,webdisk.bigboytoy.com,,,,,,R3,Let's Encrypt,False,b'20210502080351Z',b'20210731080351Z',0,1620581369.2658887
7560,*.usassure.com,US Assure Inc.,US,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20190809000000Z',b'20211013120000Z',0,1620581369.888553
7562,*.ukcigarforums.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20210324000000Z',b'20220406235959Z',0,1620581370.2390907
7563,lewmar.com,Lewmar Limited,GB,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20201028000000Z',b'20211128235959Z',0,1620581370.3853445
7564,mirzamak.by,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210418000000Z',b'20210717235959Z',21,1620581370.8687677
7565,dairypure.com,,,,,,R3,Let's Encrypt,False,b'20210507054423Z',b'20210805054423Z',0,1620581371.3462036
7566,psiholoskicentarego.com,,,,,,R3,Let's Encrypt,False,b'20210316085325Z',b'20210614085325Z',0,1620581371.5625741
7567,holycrosshealth.org,,,,,,R3,Let's Encrypt,False,b'20210426143122Z',b'20210725143122Z',0,1620581372.0287378
7568,kila.ie,,,,,,R3,Let's Encrypt,False,b'20210314061631Z',b'20210612061631Z',0,1620581372.3756883
7569,quinnipiacbobcats.com,,,,,,R3,Let's Encrypt,False,b'20210508161131Z',b'20210806161131Z',0,1620581372.8595452
7571,bondmoyson.be,,,,,,R3,Let's Encrypt,False,b'20210418082836Z',b'20210717082836Z',0,1620581374.888052
7572,recklesskelly.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",True,b'20200310145818Z',b'20210510050140Z',0,1620581375.3992941
7573,starkwoodpro.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200906000000Z',b'20210829235959Z',0,1620581375.8938336
7576,*.haea.org,,,,,,RapidSSL SHA256 CA,GeoTrust Inc.,True,b'20171004000000Z',b'20181004235959Z',10,1620581379.6711807
7577,wilsonfarm.com,,,,,,R3,Let's Encrypt,False,b'20210502232947Z',b'20210731232947Z',0,1620581380.404412
7578,varnish.heartofthecity.sparksi.co,,,,,,R3,Let's Encrypt,False,b'20210424171519Z',b'20210723171519Z',0,1620581381.473386
7579,royalsgreen.com.sg,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210417000000Z',b'20210716235959Z',0,1620581382.1681602
7581,exploringrworld.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200804120546Z',b'20211004031218Z',0,1620581383.7590888
7582,mgexp.com,,,,,,R3,Let's Encrypt,False,b'20210506210520Z',b'20210804210520Z',0,1620581384.3860989
7583,www.mtc-edu.mtcnew.com,,,,,,R3,Let's Encrypt,False,b'20210329051319Z',b'20210627051319Z',0,1620581385.2977788
7586,cpcalendars.moveabletype.org,,,,,,R3,Let's Encrypt,False,b'20210310154558Z',b'20210608154558Z',0,1620581386.3383727
7587,bloembollenkopen.nl,,,,,,R3,Let's Encrypt,False,b'20210322221158Z',b'20210620221158Z',0,1620581386.783325
7588,livingroofs.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210309000000Z',b'20210607235959Z',0,1620581386.8880134
7589,www.lemarssentinel.com,,,,,,R3,Let's Encrypt,False,b'20210303183249Z',b'20210601183249Z',0,1620581387.263755
7592,*.ucll.be,UC Leuven,BE,,,,TERENA SSL CA 3,TERENA,False,b'20200226000000Z',b'20220302120000Z',0,1620581387.711311
7593,sagetv.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",True,b'20180531000000Z',b'20180829235959Z',10,1620581387.9794803
7595,onmidiamarketing.com.br,,,,,,R3,Let's Encrypt,False,b'20210324174603Z',b'20210622174603Z',0,1620581388.7005382
7596,districtchronicles.com,,,,,,R3,Let's Encrypt,False,b'20210414203306Z',b'20210713203306Z',0,1620581389.2576277
7599,www.godwinpatiala.com,,,,,,R3,Let's Encrypt,False,b'20210405184147Z',b'20210704184147Z',0,1620581390.6200285
7600,thejoyousliving.com,,,,,,R3,Let's Encrypt,False,b'20210411102100Z',b'20210710102100Z',0,1620581391.3421292
7602,kitoinfocom.com,,,,,,R3,Let's Encrypt,False,b'20210506062715Z',b'20210804062715Z',0,1620581393.19014
7603,a248.e.akamai.net,"Akamai Technologies, Inc.",US,,,,DigiCert Secure Site ECC CA-1,DigiCert Inc,False,b'20200715000000Z',b'20210913120000Z',0,1620581394.7558377
7606,uisd.net,,,,,,R3,Let's Encrypt,False,b'20210416153016Z',b'20210715153016Z',0,1620581396.5746424
7607,skruvat.se,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20201202000000Z',b'20211201235959Z',0,1620581397.769406
7608,*.xamk.fi,Kaakkois-Suomen Ammattikorkeakoulu Oy,FI,,,,GEANT OV RSA CA 4,GEANT Vereniging,False,b'20210215000000Z',b'20220215235959Z',0,1620581398.4950614
7609,www.georgys.ro,,,,,,R3,Let's Encrypt,False,b'20210429204130Z',b'20210728204130Z',0,1620581398.8845835
7610,iwifresh.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20201001201655Z',b'20211102201655Z',0,1620581399.4806657
7611,africa-research.h-net.org,,,,,,R3,Let's Encrypt,False,b'20210412140039Z',b'20210711140039Z',0,1620585696.3519125
7612,www.avcj.com,Mergermarket Limited,GB,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,False,b'20210309000000Z',b'20220409235959Z',0,1620581400.7323217
7618,chighheel.bridgetopics.com,,,,,,chighheel.bridgetopics.com,,True,b'20200321090132Z',b'20210321090132Z',10,1620581405.183544
7619,*.reutersevents.com,,,,,,Amazon,Amazon,False,b'20200528000000Z',b'20210628120000Z',0,1620581787.0809433
7620,avtorinok.ru,,,,,,R3,Let's Encrypt,False,b'20210410010241Z',b'20210709010241Z',0,1620581405.637678
7621,lyricstranslations.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210311000000Z',b'20210609235959Z',0,1620581405.8110828
7622,openlands.org,,,,,,R3,Let's Encrypt,False,b'20210328203938Z',b'20210626203938Z',0,1620581406.4609709
7623,arts.in.ua,,,,,,R3,Let's Encrypt,False,b'20210419202148Z',b'20210718202148Z',0,1620581407.402696
7624,*.metalake.net,"MetaLake, LLC",US,,,,Thawte TLS RSA CA G1,DigiCert Inc,True,b'20200302000000Z',b'20210501120000Z',10,1620581407.8132274
7625,nytedu.com,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",False,b'20210226110941Z',b'20220302174701Z',0,1620581408.2344198
7626,*.wordpress.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200812000000Z',b'20221114000000Z',0,1620581408.4063158
7627,supervia.com.br,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200721013854Z',b'20210819053039Z',0,1620581409.8459127
7628,canoncomijsetup.us,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210120000000Z',b'20220120235959Z',0,1620581409.99805
7629,*.longines.com,"COMPAGNIE DES MONTRES LONGINES, FRANCILLON SA",CH,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20210420000000Z',b'20220521235959Z',0,1620581411.2165992
7633,*.animascoaching.com,,,,,,R3,Let's Encrypt,False,b'20210321234913Z',b'20210619234913Z',0,1620581414.7727487
7634,ekoinvest.com.pl,,,,,,R3,Let's Encrypt,False,b'20210503135305Z',b'20210801135305Z',0,1620581414.879544
7635,www.nic-snail.ru,,,,,,GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,False,b'20210223092443Z',b'20220327092443Z',0,1620581415.14669
7636,evh-guitars.us,,,,,,R3,Let's Encrypt,False,b'20210402093047Z',b'20210701093047Z',0,1620581416.7672582
7637,actiongroup.randallreilly.com,,,,,,R3,Let's Encrypt,False,b'20210318080544Z',b'20210616080544Z',0,1620581417.1783617
7638,www.alankit.com,Alankit Assignments Limited,IN,,,,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,False,b'20200825103102Z',b'20220913121607Z',0,1620581417.9822245
7639,ornets.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210318000000Z',b'20210616235959Z',0,1620581418.7216978
7640,credo.pro,,,,,,R3,Let's Encrypt,False,b'20210421020017Z',b'20210720020017Z',0,1620581419.1712596
7641,imt.ie,,,,,,Amazon,Amazon,False,b'20210306000000Z',b'20220404235959Z',0,1620581420.3519711
7643,clublink.com,,,,,,Amazon,Amazon,False,b'20200909000000Z',b'20211011000000Z',0,1620581422.2618654
7644,redirector.heise.de,,,,,,R3,Let's Encrypt,False,b'20210322133307Z',b'20210620133307Z',0,1620581423.5191615
7646,popsop.ru,,,,,,R3,Let's Encrypt,False,b'20210423114210Z',b'20210722114210Z',0,1620581423.9890747
7647,*.520apk.com,,,,,,BitCert RSA Domain Secure Site CA,BitCert,False,b'20200618000000Z',b'20210916235959Z',0,1620581425.0225248
7650,weegallery.com,Wee Gallery Inc.,US,Private Organization,P14000094476,,GlobalSign Extended Validation CA - SHA256 - G3,GlobalSign nv-sa,False,b'20200312135034Z',b'20220313135034Z',0,1620581430.177467
7651,*.nenomatica.com,,,,,,R3,Let's Encrypt,False,b'20210320072117Z',b'20210618072117Z',0,1620581430.5540843
7652,www.alfredadler.edu,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,False,b'20210208174310Z',b'20220312174310Z',0,1620581431.2441266
7654,herbalifetermekek.hu,,,,,,R3,Let's Encrypt,False,b'20210427134912Z',b'20210726134912Z',0,1620581432.0908692
7655,www.beltwayglass.com,,,,,,R3,Let's Encrypt,False,b'20210323113057Z',b'20210621113057Z',0,1620581432.5522816
7656,hd02.ru,,,,,,R3,Let's Encrypt,False,b'20210327043252Z',b'20210625043252Z',0,1620581434.8825724
7657,mazigiatopaidi.gr,,,,,,R3,Let's Encrypt,False,b'20210325073739Z',b'20210623073739Z',0,1620581435.121041
7658,mascherina.site,,,,,,R3,Let's Encrypt,False,b'20210322103545Z',b'20210620103545Z',0,1620581435.3338838
7660,realamericahotel.com,,,,,,R3,Let's Encrypt,False,b'20210419144221Z',b'20210718144221Z',0,1620581438.8806584
7662,*.plaza-network.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210107101227Z',b'20220208101227Z',0,1620581441.002868
7663,bukukita.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201027000000Z',b'20211127235959Z',0,1620581443.7793953
7666,*.iranianuk.com,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,False,b'20210130080018Z',b'20220303080018Z',0,1620581447.2449903
7668,greenjobs.de,,,,,,R3,Let's Encrypt,False,b'20210321092218Z',b'20210619092218Z',0,1620581449.5940557
7669,renu-bansal.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210319000000Z',b'20210617235959Z',0,1620581449.9753907
7670,fwstyle.pro,,,,,,R3,Let's Encrypt,False,b'20210409061247Z',b'20210708061247Z',0,1620581453.3810964
7671,*.sixcore.ne.jp,,,,,,SecureCore RSA DV CA,SecureCore,False,b'20210222000000Z',b'20220325235959Z',0,1620581454.405803
7672,famehotels.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20191219000000Z',b'20211218235959Z',0,1620581454.8332424
7674,webdisk.heratweb.com,,,,,,R3,Let's Encrypt,False,b'20210505185101Z',b'20210803185101Z',0,1620581455.4024453
7675,wereldoorlog1418.nl,,,,,,R3,Let's Encrypt,False,b'20210319175224Z',b'20210617175224Z',0,1620581456.6396701
7676,ch-img.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210311000000Z',b'20210609235959Z',0,1620581457.1220973
7677,hexadebarras.be,,,,,,R3,Let's Encrypt,False,b'20210311205147Z',b'20210609205147Z',0,1620581457.3640013
7680,refill-deutschland.de,,,,,,R3,Let's Encrypt,False,b'20210502000822Z',b'20210731000822Z',0,1620581457.790941
7681,flowerpowerfundraising.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200113000000Z',b'20220112235959Z',0,1620581458.1898503
7682,emswcd.org,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20201124150519Z',b'20211226150519Z',0,1620581458.6436036
7683,ethiopiabetting.com,,,,,,R3,Let's Encrypt,False,b'20210505090310Z',b'20210803090310Z',0,1620581460.4287271
7685,sony.com,Sony e-solutions Europe B.V,BE,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,False,b'20190718000000Z',b'20210717235959Z',0,1620581464.2412539
7686,andlocal.org,,,,,,R3,Let's Encrypt,False,b'20210409152620Z',b'20210708152620Z',0,1620581464.6361086
7688,sharing.org,,,,,,R3,Let's Encrypt,False,b'20210409130415Z',b'20210708130415Z',0,1620581467.01886
7689,www.strategybeam.com,,,,,,R3,Let's Encrypt,False,b'20210316084852Z',b'20210614084852Z',0,1620581467.7986948
7690,wagnerathletics.com,,,,,,R3,Let's Encrypt,False,b'20210427162933Z',b'20210726162933Z',0,1620581468.395304
7691,pevgrow.com,,,,,,Amazon,Amazon,False,b'20210429000000Z',b'20220528235959Z',0,1620581469.0124414
7692,websiteforstudents.com,,,,,,R3,Let's Encrypt,False,b'20210507133559Z',b'20210805133559Z',0,1620581469.159808
7693,beaujolais-challenge.com,,,,,,R3,Let's Encrypt,False,b'20210505163914Z',b'20210803163914Z',0,1620581469.2665586
7694,exp-tech.de,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200702000000Z',b'20210702120000Z',0,1620581469.362792
7695,silent-pocket.com,,,,,,R3,Let's Encrypt,False,b'20210410124906Z',b'20210709124906Z',0,1620581469.459832
7696,ciri.com,,,,,,R3,Let's Encrypt,False,b'20210311002426Z',b'20210609002426Z',0,1620581470.8104448
7697,technistone.com,,,,,,R3,Let's Encrypt,False,b'20210412115605Z',b'20210711115605Z',0,1620581472.136137
7698,tetran.ru,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,False,b'20210430000000Z',b'20210729235959Z',0,1620581472.6839504
7699,*.dissectpodcast.com,,,,,,R3,Let's Encrypt,False,b'20210418141108Z',b'20210717141108Z',0,1620581473.3992534
7700,www.nas-central.org,,,,,,R3,Let's Encrypt,False,b'20210507053152Z',b'20210805053152Z',0,1620581474.907168
7701,reals-gooods.ru,,,,,,R3,Let's Encrypt,False,b'20210215005754Z',b'20210516005754Z',0,1620581475.3176975
7703,eqtraders.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210320000000Z',b'20210618235959Z',0,1620581476.0275364
7706,issi.com.ua,,,,,,R3,Let's Encrypt,False,b'20210504235520Z',b'20210802235520Z',0,1620581476.9719875
7709,er.cz,,,,,,R3,Let's Encrypt,False,b'20210330220838Z',b'20210628220838Z',0,1620581480.3965845
7710,personalitygrowth.com,,,,,,R3,Let's Encrypt,False,b'20210427230841Z',b'20210726230841Z',0,1620581481.9030821
7711,speakright.my,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210320000000Z',b'20210618235959Z',0,1620581482.9809844
7713,hotelcosmos.ru,,,,,,R3,Let's Encrypt,False,b'20210314040746Z',b'20210612040746Z',0,1620581485.3778572
7714,www.signet.nl,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200313000000Z',b'20220410235959Z',0,1620581486.988359
7715,onceuponapumpkinrd.com,,,,,,R3,Let's Encrypt,False,b'20210313045159Z',b'20210611045159Z',0,1620581487.6022735
7717,dzinerstudio.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210326000000Z',b'20210624235959Z',0,1620581488.7524607
7718,petconnection.com,,,,,,petconnection.com,,True,b'20190203153639Z',b'20200203153639Z',10,1620581489.1849837
7719,*.1newyorknailsandspa.com,,,,,,R3,Let's Encrypt,False,b'20210414102152Z',b'20210713102152Z',0,1620581490.139503
7720,poetasandaluces.es,,,,,,R3,Let's Encrypt,False,b'20210501051843Z',b'20210730051843Z',0,1620581492.5179667
7721,ioling.org,,,,,,R3,Let's Encrypt,False,b'20210308093205Z',b'20210606093205Z',0,1620581494.6742094
7723,www.kcif.or.jp,,,,,,R3,Let's Encrypt,False,b'20210415070423Z',b'20210714070423Z',0,1620581496.8843427
7725,basbaassauce.com,,,,,,R3,Let's Encrypt,False,b'20210412050905Z',b'20210711050905Z',0,1620581500.1765597
7726,aerolatinnews.com,,,,,,R3,Let's Encrypt,False,b'20210422010345Z',b'20210721010345Z',0,1620581500.6018693
7727,organicmade.in,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210313000000Z',b'20210611235959Z',0,1620581500.8749542
7728,*.siel.si,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210414000000Z',b'20220422235959Z',0,1620581503.3401277
7729,*.infowatch.ru,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200707000000Z',b'20210708120000Z',0,1620581503.6769457
7730,*.leiaja.com,,,,,,RapidSSL TLS RSA CA G1,DigiCert Inc,True,b'20181101000000Z',b'20200126120000Z',10,1620581504.6177182
7736,gifmania.co.uk,,,,,,R3,Let's Encrypt,False,b'20210324050750Z',b'20210622050750Z',0,1620581505.7751327
7737,prismmagazine.org,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200625000000Z',b'20210626120000Z',0,1620581506.4191432
7739,themagicforless.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210506000000Z',b'20210804235959Z',0,1620581507.5731719
7740,www.meskwaki.org,,,,,,R3,Let's Encrypt,False,b'20210311114344Z',b'20210609114344Z',0,1620581507.899851
7741,space-find.net,,,,,,R3,Let's Encrypt,False,b'20210415094300Z',b'20210714094300Z',0,1620581508.8161
7742,*.lotto-niedersachsen.de,Toto-Lotto Niedersachsen GmbH,DE,,,,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,False,b'20200224100108Z',b'20220529100108Z',0,1620581509.137033
7743,lorenzenphotography.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20201119120856Z',b'20211221120856Z',0,1620581512.7201006
7744,pays-bergerac-tourisme.com,,,,,,R3,Let's Encrypt,False,b'20210322012719Z',b'20210620012719Z',0,1620581514.3240194
7745,ecomodernism.org,,,,,,R3,Let's Encrypt,False,b'20210327214647Z',b'20210625214647Z',0,1620581514.754991
7746,*.bharatcombines.com,,,,,,R3,Let's Encrypt,False,b'20210424162200Z',b'20210723162200Z',0,1620581515.2126305
7748,wolf-sub.com,,,,,,R3,Let's Encrypt,False,b'20210418212638Z',b'20210717212638Z',0,1620581517.50419
7749,fabflour.co.uk,,,,,,R3,Let's Encrypt,False,b'20210503223835Z',b'20210801223835Z',0,1620581517.6316671
7750,my.boiseartmuseum.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210502000000Z',b'20220503235959Z',0,1620581518.5665944
7751,www.chilliworld.com,,,,,,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,False,b'20210311000000Z',b'20220311235959Z',0,1620581518.9418695
7752,www.infermeravirtual.com,,,,,,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,False,b'20200917000000Z',b'20211019000000Z',0,1620581519.153463
7754,www.hew.com,"H.E. Williams, Inc.",US,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200820000000Z',b'20221026120000Z',0,1620581519.8735127
7755,www.onlinecasinodeutschland.com.de,,,,,,R3,Let's Encrypt,False,b'20210330230340Z',b'20210628230340Z',0,1620581520.2049336
7757,defotolijstenspecialist.nl,,,,,,R3,Let's Encrypt,False,b'20210418053032Z',b'20210717053032Z',0,1620581522.637196
7760,*.figmentfly.com,,,,,,R3,Let's Encrypt,False,b'20210325091348Z',b'20210623091348Z',0,1620581525.680649
7761,robertedwardauctions.com,,,,,,R3,Let's Encrypt,False,b'20210421083518Z',b'20210720083518Z',0,1620581527.1635344
7762,raybanolstore.us,,,,,,R3,Let's Encrypt,False,b'20210408083407Z',b'20210707083407Z',0,1620581527.6595974
7764,baveldtla.com,,,,,,R3,Let's Encrypt,False,b'20210316192832Z',b'20210614192832Z',0,1620581528.2293756
7765,vezet.ru,,,,,,R3,Let's Encrypt,False,b'20210403192830Z',b'20210702192830Z',0,1620581531.0302527
7766,*.dornum.de,,,,,,GeoTrust TLS RSA CA G1,DigiCert Inc,False,b'20191009000000Z',b'20220107120000Z',0,1620581532.2347717
7767,www.pvcfittingsonline.com,"Commercial Industrial Supply, LLC",US,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20200625000000Z',b'20210924120000Z',0,1620581532.5116959
7768,webs-tv.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210509000000Z',b'20210807235959Z',0,1620581532.8683965
7769,doare.org,,,,,,R3,Let's Encrypt,False,b'20210422122809Z',b'20210721122809Z',0,1620581533.1289525
7770,www.firstbankcard.com,First National Bank of Omaha,US,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,False,b'20210302000000Z',b'20220302235959Z',0,1620581533.690463
