,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
752,sparkasse.secure-scert.com,,,,,,R3,Let's Encrypt,0.0,b'20210401100933Z',b'20210630100933Z',0,1620479601.9866595
766,52-252-129-67.cprapid.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210408000000Z',b'20220408235959Z',0,1620479603.770168
767,vodafone.bill-attempted.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210413000000Z',b'20220413235959Z',0,1620479603.8539667
776,cpcontacts.shannonspersonnel.com,,,,,,R3,Let's Encrypt,0.0,b'20210301012156Z',b'20210530012156Z',0,1620479603.8292506
777,billing-request.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210419000000Z',b'20220419235959Z',0,1620479602.7801359
783,www.amazon-check-co-jp.u6j.top,,,,,,R3,Let's Encrypt,0.0,b'20210407180246Z',b'20210706180246Z',0,1620479602.7589536
797,*.evotechss.com,,,,,,R3,Let's Encrypt,0.0,b'20210415051815Z',b'20210714051815Z',0,1620479603.5308564
800,indevafd.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210304000000Z',b'20210602235959Z',0,1620479602.9973283
803,kammasangam.com,,,,,,R3,Let's Encrypt,0.0,b'20210218195400Z',b'20210519195400Z',0,1620479602.4045842
807,psservlces.runescape.com-ov.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419113640Z',b'20210718113640Z',0,1620479603.4650521
809,www.anjelbritt.danielimages.com,,,,,,R3,Let's Encrypt,0.0,b'20210321042355Z',b'20210619042355Z',0,1620479603.15462
827,help-correos.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210412000000Z',b'20220412235959Z',0,1620479603.399027
848,dsvgg.com,,,,,,R3,Let's Encrypt,0.0,b'20210419101044Z',b'20210718101044Z',0,1620479603.561827
851,*.cranetech.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210218032050Z',b'20210519032050Z',0,1620479603.5395887
855,www.asupanngakakterbaru.com,,,,,,R3,Let's Encrypt,0.0,b'20210411132045Z',b'20210710132045Z',0,1620479603.5351567
862,webmail.robocupsingapore.org,,,,,,R3,Let's Encrypt,0.0,b'20210312062813Z',b'20210610062813Z',0,1620479603.530159
884,*.getco-genetics.com,,,,,,R3,Let's Encrypt,0.0,b'20210304222914Z',b'20210602222914Z',0,1620479603.4865575
918,webmail.intrinsic.media,,,,,,R3,Let's Encrypt,0.0,b'20210401015706Z',b'20210630015706Z',0,1620479603.9214268
924,5co.com,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,1.0,b'20200607000000Z',b'20200905235959Z',10,1620479603.411488
942,orange.fr.sanpedroandjankowitz.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210326000000Z',b'20210624235959Z',0,1620479603.2625785
954,foregon.com,,,,,,Amazon,Amazon,0.0,b'20201231000000Z',b'20220129235959Z',0,1620479602.5444334
963,*.cudl.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20190917184830Z',b'20211004235605Z',0,1620479602.2166898
970,bcqqp.cn,,,,,,R3,Let's Encrypt,0.0,b'20210417225245Z',b'20210716225245Z',0,1620479603.2216365
976,newimagedentistryimplants.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210301000000Z',b'20210530235959Z',0,1620479603.390446
993,www.coastals24.com,,,,,,GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,0.0,b'20210413182556Z',b'20220515182556Z',0,1620479602.747597
998,*.smore.com,,,,,,Amazon,Amazon,0.0,b'20201223000000Z',b'20220121235959Z',0,1620479603.170956
1023,credilatam.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210331000000Z',b'20210629235959Z',0,1620479603.3209593
1044,imi.org.au,,,,,,USERTrust RSA Domain Validation Secure Server CA,The USERTRUST Network,0.0,b'20210121000000Z',b'20220221235959Z',0,1620479602.1364799
1052,wonderful.gr,,,,,,R3,Let's Encrypt,0.0,b'20210326133658Z',b'20210624133658Z',0,1620479602.2281392
1061,sbcgloballoginn.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201209000000Z',b'20211209235959Z',0,1620479603.7668414
1067,goravia.ru,,,,,,R3,Let's Encrypt,0.0,b'20210226070541Z',b'20210527070541Z',0,1620479603.0598516
1078,*.cardsaisons.jp,,,,,,R3,Let's Encrypt,0.0,b'20210415183052Z',b'20210714183052Z',0,1620479601.970695
1091,caixa.apps1.sg-host.com,,,,,,R3,Let's Encrypt,0.0,b'20210417030548Z',b'20210716030548Z',0,1620479602.449264
1098,myrecovery-locked.gq,,,,,,R3,Let's Encrypt,0.0,b'20210404070317Z',b'20210703070317Z',0,1620479603.2769792
1106,www.thebeerbuddy.com,,,,,,R3,Let's Encrypt,1.0,b'20210119235654Z',b'20210419235654Z',0,1620479602.6186144
1127,ww25.services.runescape.com-j.ws,,,,,,R3,Let's Encrypt,0.0,b'20210223093931Z',b'20210524093931Z',0,1620479602.510786
1142,olxpay.delivery-c.com,,,,,,R3,Let's Encrypt,0.0,b'20210414130223Z',b'20210713130223Z',0,1620479603.8529873
1169,woxiangneishenidbibdfgd.xyz,,,,,,R3,Let's Encrypt,0.0,b'20210418215420Z',b'20210717215420Z',0,1620479602.2974374
1176,irs.gov.account-robinhood.com,,,,,,R3,Let's Encrypt,0.0,b'20210418104838Z',b'20210717104838Z',0,1620479603.2749772
1182,avenia.fr,,,,,,R3,Let's Encrypt,0.0,b'20210417155514Z',b'20210716155514Z',0,1620479603.6387382
1203,*.staging.wpengine.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,0.0,b'20190701000000Z',b'20210929120000Z',0,1620479603.5058262
1215,b3276083183900402.temporary.link,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210409000000Z',b'20210708235959Z',0,1620479603.2892206
1225,check-japan-amazon.ci8.top,,,,,,R3,Let's Encrypt,0.0,b'20210419131635Z',b'20210718131635Z',0,1620479602.9940956
1230,usid.cf,,,,,,R3,Let's Encrypt,0.0,b'20210302202015Z',b'20210531202015Z',0,1620479603.1834633
1251,*.optica-panorama.com,,,,,,R3,Let's Encrypt,0.0,b'20210312003653Z',b'20210610003653Z',0,1620479603.7168121
1255,sgmsugar.com.pk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210313000000Z',b'20210611235959Z',0,1620479602.478587
1256,lisa-privatepa-online.co.uk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210414000000Z',b'20210713235959Z',0,1620479603.9040523
1268,www.nuevalyon-cl.nuevalyon.com,,,,,,R3,Let's Encrypt,0.0,b'20210311202629Z',b'20210609202629Z',0,1620479603.3355048
1271,admin.eckst.de,,,,,,R3,Let's Encrypt,0.0,b'20210322183912Z',b'20210620183912Z',0,1620479602.0389736
1281,digitaltaxmatters.co.uk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210301000000Z',b'20210530235959Z',0,1620479603.3869486
1327,lboindustrial.com.mx,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210314000000Z',b'20210612235959Z',0,1620479603.042766
1377,jsitor.com,,,,,,R3,Let's Encrypt,0.0,b'20210325145207Z',b'20210623145207Z',0,1620479602.5830023
1393,vivaanadventure.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210327000000Z',b'20210625235959Z',0,1620479602.51488
1398,cpanel.dominioits.com,,,,,,R3,Let's Encrypt,0.0,b'20210212142850Z',b'20210513142850Z',0,1620479603.760946
1440,nayitahreeksocietyorganization.org.in,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210223000000Z',b'20210524235959Z',0,1620479602.9167821
1441,tinavegaphotography.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210320000000Z',b'20210618235959Z',0,1620479603.7091057
1474,www.muf.g-jp.cn,,,,,,R3,Let's Encrypt,0.0,b'20210415173551Z',b'20210714173551Z',0,1620479602.9302366
1496,www.niktarpublications.com,,,,,,R3,Let's Encrypt,0.0,b'20210306214749Z',b'20210604214749Z',0,1620479603.310032
1502,*.em.cosmopolitan-lv.com,Nevada Property 1 LLC,US,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0.0,b'20210316000000Z',b'20220408235959Z',0,1620479603.8465185
1521,skribbl-io.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210206000000Z',b'20210507235959Z',0,1620479602.1256247
1522,cluebazar.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210128000000Z',b'20220228235959Z',0,1620479602.7007513
1529,ph.zanqap.com,,,,,,ph.zanqap.com,,0.0,b'20200907065746Z',b'20210907065746Z',18,1620479603.7293499
1545,*.dreamhosters.com,,,,,,USERTrust RSA Domain Validation Secure Server CA,The USERTRUST Network,0.0,b'20190930000000Z',b'20210929235959Z',0,1620479603.2267072
1552,sportcareers.ph,,,,,,R3,Let's Encrypt,0.0,b'20210419211423Z',b'20210718211423Z',0,1620479602.3861642
1558,*.one21.in,,,,,,R3,Let's Encrypt,0.0,b'20210305054557Z',b'20210603054557Z',0,1620479603.0558698
1565,na.infosec-prod.com,,,,,,Amazon,Amazon,0.0,b'20210202000000Z',b'20220303235959Z',0,1620479602.0439694
1566,www.rakutenn.vip,,,,,,R3,Let's Encrypt,0.0,b'20210410173457Z',b'20210709173457Z',0,1620479602.6477022
1576,*.reidasplaquinhas.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210314022443Z',b'20210612022443Z',0,1620479603.224971
1577,bezpieczna-dostawa.com.pl,,,,,,R3,Let's Encrypt,0.0,b'20210409095813Z',b'20210708095813Z',21,1620479602.677492
1585,7yatra.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210202000000Z',b'20210503235959Z',0,1620479603.1204267
1602,test.detkam-vrn.ru,XX,XX,,,,test.detkam-vrn.ru,XX,0.0,b'20210418095111Z',b'20220417095111Z',18,1620479602.5428529
1624,saudiwallcovering.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210408000000Z',b'20210707235959Z',0,1620479603.8246472
1625,onecreator.info,,,,,,R3,Let's Encrypt,0.0,b'20210404040537Z',b'20210703040537Z',0,1620479603.465598
1645,*.galiciasegura.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,0.0,b'20210414000000Z',b'20220413235959Z',0,1620479603.730438
1676,biocurerx.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20200519213257Z',b'20220519213257Z',0,1620479602.3923278
1710,pservlces.runescape.com-ov.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419113649Z',b'20210718113649Z',0,1620479603.7319887
1711,www.banhywkaie.com,,,,,,R3,Let's Encrypt,0.0,b'20210222095944Z',b'20210523095944Z',0,1620479602.6931233
1712,flowtork.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210320000000Z',b'20210618235959Z',0,1620479602.3828607
1725,medacademy-a.tk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210330000000Z',b'20210628235959Z',0,1620479603.1206965
1733,buildingtradesnetwork.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20200120000000Z',b'20200419235959Z',10,1620479602.4554937
1755,reschedule-delivery-fee.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210413000000Z',b'20220413235959Z',0,1620479603.2636912
1759,login.microsoftonline.us,Microsoft Corporation,US,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,0.0,b'20210318000000Z',b'20220318235959Z',0,1620479602.5198402
1771,cpcalendars.gamosport.com,,,,,,R3,Let's Encrypt,0.0,b'20210315165718Z',b'20210613165718Z',0,1620479603.288398
1773,schizophrenia.today,,,,,,R3,Let's Encrypt,0.0,b'20210327094244Z',b'20210625094244Z',0,1620479602.2121055
1787,fd2821b14d3828306.temporary.link,,,,,,fd2821b14d3828306.temporary.link,,0.0,b'20210311140819Z',b'20220311140819Z',18,1620479602.6171575
1811,tattoodragon.ru,,,,,,R3,Let's Encrypt,1.0,b'20210207230752Z',b'20210508230752Z',0,1620479603.1466842
1819,wellscreen.health,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200523000000Z',b'20210528235959Z',0,1620479602.8943005
1837,app-onlinemobileappsecurehalifacxappsecure.mrtraveller.ir,,,,,,R3,Let's Encrypt,0.0,b'20210409172109Z',b'20210708172109Z',0,1620479602.2401192
1838,psservices.runescape.com-dg.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419113654Z',b'20210718113654Z',0,1620479602.51046
1846,bro.kiev.ua,,,,,,R3,Let's Encrypt,0.0,b'20210220042413Z',b'20210521042413Z',0,1620479603.3478947
1857,paid-paxful-users.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210414000000Z',b'20220414235959Z',0,1620479602.500675
1863,*.narrativesummit.org,,,,,,R3,Let's Encrypt,0.0,b'20210322190557Z',b'20210620190557Z',0,1620479603.3832424
1887,amazon.co.jp.twq56.com,,,,,,R3,Let's Encrypt,0.0,b'20210310010009Z',b'20210608010009Z',0,1620479603.0487769
1905,elagus.fr,,,,,,R3,Let's Encrypt,1.0,b'20210125172123Z',b'20210425172123Z',0,1620479602.2024212
1913,sites.cutercounter.com,,,,,,R3,Let's Encrypt,0.0,b'20210415160748Z',b'20210714160748Z',0,1620479603.649147
1917,track.postask.sk.fiori.com.ar,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210413000000Z',b'20210712235959Z',0,1620479603.1587656
1928,gssyf.cn,,,,,,R3,Let's Encrypt,0.0,b'20210416214235Z',b'20210715214235Z',0,1620479603.440026
1935,web5212.web07.bero-webspace.de,,,,,,R3,Let's Encrypt,0.0,b'20210418083639Z',b'20210717083639Z',0,1620479602.8438792
1939,psservices.runescape.com-mv.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419113651Z',b'20210718113651Z',0,1620479603.8582447
1957,www.pwcs-co.cf,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210313000000Z',b'20210611235959Z',0,1620479603.8127499
1962,autodiscover.canadiancustomessays.com,,,,,,R3,Let's Encrypt,0.0,b'20210317125303Z',b'20210615125303Z',0,1620479603.3299208
1969,pgmm.club,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210324000000Z',b'20210622235959Z',0,1620479603.0400026
1982,rakutan.oo.jp.cnhg.shop,,,,,,R3,Let's Encrypt,0.0,b'20210419161224Z',b'20210718161224Z',0,1620479603.7263973
1983,findurway.tech,,,,,,findurway.tech,,1.0,b'20181102144341Z',b'20191102144341Z',10,1620479601.9898167
1998,castletrustbnk.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210125000000Z',b'20220125235959Z',0,1620479602.5215359
2004,www.secure.theresortweddings.com,,,,,,R3,Let's Encrypt,0.0,b'20210407190754Z',b'20210706190754Z',0,1620479602.1439776
2010,psee.ly,,,,,,Amazon,Amazon,0.0,b'20200802000000Z',b'20210902120000Z',0,1620479603.8289876
2015,bamboobypanda.com,,,,,,R3,Let's Encrypt,0.0,b'20210214093709Z',b'20210515093709Z',0,1620479602.1128695
2058,mail.fudenterprises.com,,,,,,R3,Let's Encrypt,0.0,b'20210309050720Z',b'20210607050720Z',0,1620479603.2203498
2059,rakutoen.co-jp.rqeoine.com,,,,,,R3,Let's Encrypt,0.0,b'20210419052826Z',b'20210718052826Z',0,1620479603.8842008
2078,anoznon.co.ip.lcdrhd.bar,,,,,,R3,Let's Encrypt,0.0,b'20210415040157Z',b'20210714040157Z',0,1620479602.8620417
2089,user-news-amazon.ioi8.top,,,,,,R3,Let's Encrypt,0.0,b'20210412163903Z',b'20210711163903Z',0,1620479602.5280035
2108,mail.access2cars.com.au,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210225000000Z',b'20210526235959Z',0,1620479602.1307487
2113,*.faxitalia.com,,,,,,Actalis Domain Validation Server CA G3,Actalis S.p.A.,0.0,b'20210119041023Z',b'20220219041023Z',0,1620479603.586768
2117,www.algotextil.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210310133432Z',b'20210608133432Z',0,1620479603.4793491
2122,misc.google.com,Google LLC,US,,,,GTS CA 1O1,Google Trust Services,0.0,b'20210323082023Z',b'20210615082022Z',0,1620479602.9872153
2130,webmail.organicspreads.net,,,,,,R3,Let's Encrypt,0.0,b'20210410165910Z',b'20210709165910Z',0,1620479602.6739113
2158,sshop.sa,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210417000000Z',b'20210716235959Z',0,1620479602.3601732
2160,paiement-direct-instantane.cf,,,,,,R3,Let's Encrypt,0.0,b'20210413092541Z',b'20210712092541Z',21,1620479603.292663
2163,safimsrl.it,,,,,,R3,Let's Encrypt,0.0,b'20210219110151Z',b'20210520110151Z',0,1620479602.128963
2166,www.amazon-check-co-jp.y2e.top,,,,,,R3,Let's Encrypt,0.0,b'20210409162426Z',b'20210708162426Z',0,1620479603.6976972
2170,medicaldevicetrainings.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210217000000Z',b'20210518235959Z',0,1620479602.5743477
2195,webdisk.marjonhomes.com,,,,,,R3,Let's Encrypt,0.0,b'20210315234309Z',b'20210613234309Z',0,1620479603.650231
2211,bb-shop.kiev.ua,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210405000000Z',b'20210704235959Z',0,1620479603.369538
2218,n26-particuluar-n26-personal-own.boxofbusinessblogs.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210222000000Z',b'20210523235959Z',0,1620479603.8986473
2224,core.opentext.com,Open Text Corporation,CA,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0.0,b'20190822000000Z',b'20210821235959Z',0,1620479602.8409944
2270,llnew.cn,,,,,,R3,Let's Encrypt,0.0,b'20210411035543Z',b'20210710035543Z',0,1620479603.3649955
2278,maisonneuve-menuiserie-pornic.fr,,,,,,R3,Let's Encrypt,0.0,b'20210318085416Z',b'20210616085416Z',0,1620479603.5423465
2283,*.saison-updates.com,,,,,,R3,Let's Encrypt,0.0,b'20210417013952Z',b'20210716013952Z',0,1620479602.0739224
2315,empirejewelers.us,,,,,,R3,Let's Encrypt,0.0,b'20210312101711Z',b'20210610101711Z',0,1620479602.9280667
2322,facebook.marketplace-item-93248.scheff.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210326000000Z',b'20210624235959Z',0,1620479603.5583045
2323,www.snbc-card.we0t.com,,,,,,R3,Let's Encrypt,0.0,b'20210417024450Z',b'20210716024450Z',0,1620479603.0070257
2326,vodafone.accounts-payment.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210419000000Z',b'20220419235959Z',0,1620479602.0356252
2327,hsbc.co.uk.secureidv.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210419000000Z',b'20220419235959Z',0,1620479602.1314528
2341,traceym.repl.co,,,,,,R3,Let's Encrypt,0.0,b'20210315121420Z',b'20210613121420Z',0,1620479602.8169405
2343,psservlces.runescape.com-nu.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419113654Z',b'20210718113654Z',0,1620479602.8184578
2344,dwdrso.com,,,,,,R3,Let's Encrypt,0.0,b'20210407024302Z',b'20210706024302Z',0,1620479602.06713
2358,restaurant.eatpro.jp,,,,,,GTS CA 1D2,Google Trust Services,0.0,b'20210406201800Z',b'20210705201800Z',0,1620479603.949516
2363,aletrestauracionyconservacion.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210217000000Z',b'20210518235959Z',0,1620479602.09916
2371,addess.armaoon.com,,,,,,R3,Let's Encrypt,0.0,b'20210417133948Z',b'20210716133948Z',0,1620479602.8973188
2375,mykonos.cl,,,,,,R3,Let's Encrypt,0.0,b'20210409022546Z',b'20210708022546Z',0,1620479603.4440908
2381,chaisalert.com,,,,,,R3,Let's Encrypt,0.0,b'20210316140153Z',b'20210614140153Z',0,1620479602.207628
2409,*.lmlenzitrasporti.com,,,,,,Actalis Domain Validation Server CA G3,Actalis S.p.A.,0.0,b'20201106235012Z',b'20211106235012Z',0,1620479603.25997
2421,stoneridgeanimalcare.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200721000000Z',b'20210802235959Z',0,1620479602.4089596
2437,unibonuses.com,,,,,,R3,Let's Encrypt,0.0,b'20210416184516Z',b'20210715184516Z',0,1620479602.4154885
2442,55ri.cn,,,,,,R3,Let's Encrypt,0.0,b'20210310031034Z',b'20210608031034Z',0,1620479602.1384628
2455,webdisk.tetprep.com,,,,,,R3,Let's Encrypt,0.0,b'20210214053640Z',b'20210515053640Z',0,1620479601.9723241
2459,xckvk.verifyckwaccept.ctk3c.com,,,,,,R3,Let's Encrypt,0.0,b'20210419122410Z',b'20210718122410Z',0,1620479603.1344292
2474,*.doctorhaddadpediatriayflores.cl,,,,,,R3,Let's Encrypt,0.0,b'20210315034243Z',b'20210613034243Z',0,1620479603.8978677
2479,huladance.biz,,,,,,R3,Let's Encrypt,0.0,b'20210312050958Z',b'20210610050958Z',0,1620479603.0216088
2485,shawiniganslaldy.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210417000000Z',b'20210716235959Z',0,1620479602.8218708
2507,psservices.runescape.com-oa.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419113649Z',b'20210718113649Z',0,1620479603.1689403
2526,mollydoylefitness.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210418000000Z',b'20210717235959Z',0,1620479603.5034926
2553,westsfamily.com,,,,,,R3,Let's Encrypt,0.0,b'20210219010301Z',b'20210520010301Z',0,1620479602.7662268
2556,tribalearth.com,,,,,,R3,Let's Encrypt,0.0,b'20210419003715Z',b'20210718003715Z',0,1620479602.5403578
2563,retuken.co.jp.034z.com,,,,,,R3,Let's Encrypt,0.0,b'20210418162514Z',b'20210717162514Z',0,1620479602.911142
2564,ankama-store.xyz,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210317000000Z',b'20220317235959Z',0,1620479603.5122871
2574,www.amazon-check-co-jp.f5n.top,,,,,,R3,Let's Encrypt,0.0,b'20210410171923Z',b'20210709171923Z',0,1620479602.869452
2581,ganthiriyagamammv.edu.lk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210309000000Z',b'20210607235959Z',0,1620479603.651698
2588,steinerforframingham.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20201029005018Z',b'20211130005018Z',0,1620479602.3670285
2605,wild-reels.com,,,,,,R3,Let's Encrypt,0.0,b'20210228201615Z',b'20210529201615Z',0,1620479603.5647814
2611,tadriib.com,,,,,,R3,Let's Encrypt,0.0,b'20210309123545Z',b'20210607123545Z',0,1620479602.600561
2613,test.redesignit.co.uk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210329000000Z',b'20210627235959Z',0,1620479603.5213761
2645,sportsmedicsltd.com,,,,,,R3,Let's Encrypt,0.0,b'20210329020154Z',b'20210627020154Z',0,1620479603.7918384
2668,online-payeerequest.co.uk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210310000000Z',b'20220310235959Z',0,1620479603.148288
2684,*.millenniumstaffing.co.uk,,,,,,R3,Let's Encrypt,0.0,b'20210407182043Z',b'20210706182043Z',0,1620479602.8273919
2705,mail.nutrisilviaramos.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210321204940Z',b'20210619204940Z',0,1620479602.304386
2725,www.amazon-check-co-jp.m7z.top,,,,,,R3,Let's Encrypt,0.0,b'20210410171755Z',b'20210709171755Z',0,1620479602.0558915
2732,*.10gallon.jp,,,,,,R3,Let's Encrypt,0.0,b'20210221040309Z',b'20210522040309Z',0,1620479603.5623798
2737,ajanswebhaber.com,,,,,,R3,Let's Encrypt,0.0,b'20210403104947Z',b'20210702104947Z',0,1620479603.3110058
2743,*.netmask.hu,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201231000000Z',b'20220101235959Z',0,1620479602.0149095
2767,or-ca.love,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20190925000000Z',b'20210924235959Z',0,1620479603.1447446
2769,bancaporinternet-netinterbankpe11.com,,,,,,R3,Let's Encrypt,0.0,b'20210315061924Z',b'20210613061924Z',0,1620479602.395453
2776,kabbeshco.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210316000000Z',b'20210614235959Z',0,1620479602.6728663
2786,api.alqadam.uz,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210418000000Z',b'20210717235959Z',0,1620479603.1200552
2796,godsmanmedics.godmanmedicals.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210216000000Z',b'20220216235959Z',0,1620479602.990288
2845,www.outire.in,,,,,,R3,Let's Encrypt,0.0,b'20210214053238Z',b'20210515053238Z',0,1620479603.0447721
2853,olxpl.delivery-c.com,,,,,,R3,Let's Encrypt,0.0,b'20210418102522Z',b'20210717102522Z',0,1620479602.6926877
2871,aaespanol.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200710000000Z',b'20210710235959Z',0,1620479603.8775628
2874,amazon-3c.top,,,,,,R3,Let's Encrypt,0.0,b'20210418091433Z',b'20210717091433Z',0,1620479602.104528
2881,*.advance-notifications.com,,,,,,R3,Let's Encrypt,0.0,b'20210410061541Z',b'20210709061541Z',0,1620479603.1464133
2908,olhouquem2021.gq,,,,,,R3,Let's Encrypt,0.0,b'20210320174110Z',b'20210618174110Z',0,1620479602.8242905
2916,tiendaunikas.com,,,,,,R3,Let's Encrypt,0.0,b'20210310074536Z',b'20210608074536Z',0,1620479602.7652297
2921,mein.gebuhrenfrei.com,Advanzia Bank S.A.,LU,Private Organization,B109476,,GlobalSign Extended Validation CA - SHA256 - G3,GlobalSign nv-sa,0.0,b'20201014071609Z',b'20211115071609Z',0,1620479603.8982134
2969,kulekeji.cn,,,,,,TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",0.0,b'20200905000000Z',b'20210905120000Z',0,1620479603.2667027
2975,cpanel.sellrego.com,,,,,,R3,Let's Encrypt,0.0,b'20210310044602Z',b'20210608044602Z',0,1620479603.6575174
2982,truerespite.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20210415224438Z',b'20220415224438Z',0,1620479603.3194482
2988,serviceusentity.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210417000000Z',b'20210716235959Z',0,1620479603.800319
2991,*.lasfayette.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,0.0,b'20210325000000Z',b'20220324235959Z',0,1620479602.5732298
